# word	per_million
滑輪	2.1032
鹽田	2.1028
百官	2.1028
重罪	2.1025
手動	2.1021
旅日	2.1020
林子	2.1020
具象	2.1019
爆破	2.1019
電解質	2.1016
苦撐	2.1015
尼羅河	2.1014
云云	2.1014
探長	2.1012
補償金	2.1011
晚睡	2.1009
瓜果	2.1009
剁	2.1008
異域	2.1005
父王	2.1004
禁食	2.0998
井然有序	2.0997
歇息	2.0997
新潮	2.0995
失禁	2.0994
天文學	2.0992
連上	2.0992
神似	2.0991
移植到	2.0985
次級	2.0983
研考會	2.0983
張大	2.0981
竹圍	2.0981
太保	2.0979
恭維	2.0977
平易近人	2.0977
薩克斯風	2.0976
嗶	2.0976
洩氣	2.0975
再行	2.0974
胃鏡	2.0974
過不去	2.0974
增援	2.0973
上下游	2.0972
羊群	2.0972
一片片	2.0971
甩掉	2.0971
跳下去	2.0970
稜線	2.0969
申請書	2.0967
路基	2.0967
吹倒	2.0964
高水準	2.0958
大車	2.0957
清空	2.0956
拖地	2.0956
翻騰	2.0955
按鍵	2.0954
鞭策	2.0952
社稷	2.0949
正比	2.0949
浮潛	2.0948
囉嗦	2.0945
裝箱	2.0945
愛恨	2.0944
斟	2.0944
審問	2.0942
懶人	2.0940
通到	2.0939
出借	2.0938
嘟	2.0938
稻草人	2.0937
端上	2.0936
團購	2.0935
陡坡	2.0933
兩極化	2.0930
單季	2.0929
埃及人	2.0928
敘說	2.0927
阿美	2.0925
白晝	2.0924
投向	2.0924
睏	2.0922
置產	2.0920
情義	2.0919
涼風	2.0918
摔下來	2.0917
林布蘭	2.0915
金價	2.0915
老本	2.0915
夏至	2.0914
沉吟	2.0910
現址	2.0905
鐵釘	2.0902
無視於	2.0902
有生之年	2.0895
優待	2.0894
疤	2.0893
尖石	2.0893
脫序	2.0888
剩菜	2.0886
納森	2.0885
驚心動魄	2.0885
滯銷	2.0882
殘害	2.0880
負有	2.0879
溶化	2.0878
沉沉	2.0877
菜頭	2.0876
河東	2.0875
文體	2.0875
迷途	2.0873
千里迢迢	2.0873
鉅細靡遺	2.0871
貞	2.0870
入戲	2.0869
凍死	2.0867
心防	2.0867
禽獸	2.0865
外島	2.0864
骷髏	2.0863
都市化	2.0862
正念	2.0861
救活	2.0861
守軍	2.0858
麻省理工	2.0857
反常	2.0857
可見一斑	2.0856
重提	2.0856
轉至	2.0856
玉井	2.0855
訓練營	2.0855
交屋	2.0851
造出	2.0850
副產品	2.0850
佃農	2.0850
高樓大廈	2.0849
流進	2.0847
光光	2.0845
進貢	2.0845
半工半讀	2.0844
午睡	2.0844
電表	2.0842
不合時宜	2.0841
洛基	2.0840
掃瞄	2.0840
樣態	2.0840
提筆	2.0839
刻度	2.0839
花花	2.0838
謬誤	2.0836
潺潺	2.0830
出家人	2.0829
引進來	2.0828
村里長	2.0827
挑高	2.0826
瀝青	2.0825
恩惠	2.0824
撕開	2.0824
家世	2.0822
果蠅	2.0822
駛入	2.0819
圖象	2.0817
魯莽	2.0814
伏地	2.0810
低壓	2.0807
小美	2.0806
劣	2.0806
行囊	2.0804
梧棲	2.0801
扔到	2.0801
理監事	2.0793
沉入	2.0793
包機	2.0792
莉	2.0792
城隍	2.0791
燕窩	2.0791
台達	2.0790
療養	2.0788
伶俐	2.0785
決定權	2.0784
經年累月	2.0783
斥	2.0783
汽	2.0783
麴	2.0781
舌尖	2.0780
老薑	2.0777
彆扭	2.0775
改頭換面	2.0771
引到	2.0770
高效能	2.0763
刺鼻	2.0763
期末考	2.0761
餌	2.0760
監院	2.0760
通姦	2.0759
揚名	2.0759
序曲	2.0759
曹魏	2.0754
三字經	2.0753
青澀	2.0750
小校	2.0749
通靈	2.0745
公司法	2.0744
鬧出	2.0744
噴出來	2.0744
磅礡	2.0742
打傷	2.0742
來來回回	2.0742
僵	2.0741
回春	2.0739
山口	2.0736
逼人	2.0734
恩情	2.0733
小姑娘	2.0731
氣墊	2.0729
經期	2.0725
不相上下	2.0722
裝載	2.0722
稅款	2.0722
納豆	2.0720
黑木耳	2.0718
內膜	2.0717
卅一	2.0712
正午	2.0711
名曲	2.0710
寄發	2.0710
中級	2.0709
燕巢	2.0707
綜	2.0706
風帆	2.0703
鼓鼓	2.0703
反動	2.0702
相望	2.0700
西化	2.0700
美援	2.0697
九歌	2.0696
用油	2.0693
渺茫	2.0693
煉油廠	2.0687
豁然開朗	2.0687
橘	2.0687
過客	2.0685
宏大	2.0685
日用品	2.0681
挖土機	2.0681
知會	2.0680
洗刷	2.0679
接回	2.0678
專業化	2.0677
不吝	2.0677
載體	2.0676
伍	2.0676
南沙	2.0676
敬酒	2.0676
觀測站	2.0676
頻寬	2.0675
上等	2.0674
大丈夫	2.0674
心腹	2.0673
直落	2.0673
直通	2.0673
名嘴	2.0668
管束	2.0667
抽水機	2.0667
三更半夜	2.0667
撈起	2.0666
土庫	2.0659
不為所動	2.0657
揚棄	2.0656
東南部	2.0656
殺價	2.0655
漫不經心	2.0653
堂哥	2.0652
校地	2.0645
立國	2.0644
難產	2.0644
倚靠	2.0642
阿帕契	2.0639
分水嶺	2.0638
儀容	2.0637
婆家	2.0636
診斷為	2.0635
賄款	2.0633
後端	2.0628
撕掉	2.0627
路肩	2.0627
豐饒	2.0626
巴拉圭	2.0622
造詣	2.0621
加壓	2.0618
嫁接	2.0616
嫩葉	2.0615
嘎嘎	2.0615
人腦	2.0614
不道德	2.0613
逞	2.0612
撥用	2.0611
巡航	2.0610
跋涉	2.0610
姨	2.0607
宗親	2.0607
刮鬍刀	2.0606
五樓	2.0602
計量	2.0602
泛藍	2.0600
窺見	2.0596
監理站	2.0592
曝露	2.0590
裁處	2.0588
不足為奇	2.0586
縈繞	2.0582
暴君	2.0580
費德勒	2.0579
法拉利	2.0573
仰臥	2.0570
伯公	2.0566
修道	2.0566
紅包袋	2.0563
台灣話	2.0561
換氣	2.0561
噴漆	2.0561
補教	2.0559
敘	2.0557
石棉	2.0550
警報器	2.0549
殺人罪	2.0549
焚	2.0547
無上	2.0542
諸葛	2.0542
看多	2.0541
討回	2.0540
剖開	2.0540
通達	2.0539
持家	2.0539
作秀	2.0539
快車	2.0539
謎題	2.0536
學甲	2.0536
絲襪	2.0535
瘦肉	2.0534
導火線	2.0532
讀作	2.0532
決裂	2.0531
心電圖	2.0531
重陽節	2.0531
建設局	2.0531
溫州	2.0531
消夜	2.0530
模子	2.0529
貨輪	2.0528
凝血	2.0526
社大	2.0525
頹廢	2.0524
耳鼻喉科	2.0521
取出來	2.0520
血淋淋	2.0519
文化大革命	2.0519
未知數	2.0519
引道	2.0518
常勝軍	2.0517
組建	2.0515
翻動	2.0514
仙人	2.0514
鄭州	2.0514
不巧	2.0514
強加	2.0512
須要	2.0512
腦炎	2.0510
綠線	2.0510
出外景	2.0510
國樂團	2.0509
上官	2.0509
依依不捨	2.0508
自家人	2.0508
四五十	2.0507
北端	2.0507
寫真	2.0506
截斷	2.0504
妝容	2.0503
頂點	2.0501
列寧	2.0496
酌	2.0496
黃蓉	2.0492
並排	2.0492
淡忘	2.0490
爵位	2.0487
亮片	2.0486
站住	2.0485
沾染	2.0483
歐文	2.0482
雍正帝	2.0482
傾銷	2.0478
選手村	2.0477
出價	2.0476
一眼	2.0474
賽道	2.0472
偏心	2.0471
雅各	2.0469
年華	2.0469
怵目驚心	2.0469
退輔會	2.0468
安德烈	2.0466
救回來	2.0465
饒富	2.0464
乾杯	2.0464
花甲	2.0464
市郊	2.0463
法學院	2.0462
領兵	2.0461
礁石	2.0461
拉動	2.0460
游擊	2.0459
得利	2.0457
花光	2.0456
蛤	2.0454
職守	2.0454
溫床	2.0453
湘	2.0451
西山	2.0450
砍斷	2.0449
拍拍手	2.0445
出清	2.0444
交疊	2.0443
雙星	2.0443
三通	2.0443
澄清湖	2.0440
生育率	2.0440
黛玉	2.0439
聯貸	2.0439
死活	2.0437
骨刺	2.0433
吏	2.0433
李氏	2.0432
楚王	2.0431
初版	2.0431
唉呀	2.0427
鑒於	2.0425
求變	2.0422
抱有	2.0416
南昌	2.0412
蜘蛛人	2.0411
拉斯維加斯	2.0411
鏡面	2.0409
族裔	2.0408
至為	2.0408
謀取	2.0407
盜匪	2.0405
家數	2.0401
驗屍	2.0398
鼻血	2.0397
時薪	2.0395
細密	2.0395
向度	2.0393
嚴守	2.0392
腎氣	2.0392
蓄	2.0386
沿襲	2.0383
張三	2.0382
靜電	2.0376
高高興興	2.0376
稀鬆	2.0375
打退堂鼓	2.0374
油燈	2.0371
入閣	2.0371
解惑	2.0370
資訊網	2.0370
康有為	2.0368
天籟	2.0364
蜀漢	2.0363
潭子	2.0362
逮獲	2.0362
詞曲	2.0361
景緻	2.0358
拘	2.0356
美台	2.0356
學成	2.0354
掙	2.0348
真菌	2.0341
瞭若指掌	2.0341
南寧	2.0339
乾糧	2.0338
自閉	2.0338
蒙蔽	2.0337
下注	2.0334
防震	2.0334
開竅	2.0329
餵飽	2.0327
偏頭痛	2.0327
活路	2.0324
蝙蝠俠	2.0323
天明	2.0321
揮揮手	2.0320
剪報	2.0319
菸害	2.0319
捉住	2.0317
卵子	2.0317
網頁	2.0316
要麼	2.0315
熱火	2.0313
轟隆	2.0312
直昇機	2.0309
有機物	2.0309
緝毒	2.0306
浙	2.0305
左右手	2.0302
特招	2.0302
水漲船高	2.0299
蔗糖	2.0296
拾荒	2.0295
套票	2.0295
一面倒	2.0295
才幹	2.0294
住屋	2.0294
備查	2.0293
辦過	2.0292
偵測到	2.0290
大班	2.0290
看下去	2.0290
隔音	2.0288
雞皮疙瘩	2.0288
拜師	2.0287
韓愈	2.0286
眼力	2.0286
王羲之	2.0286
歧異	2.0285
優酪乳	2.0283
公共化	2.0283
上好	2.0283
天祥	2.0283
後腿	2.0282
填充	2.0282
義和團	2.0281
放牧	2.0280
指導員	2.0279
存心	2.0277
煮出來	2.0277
養殖業	2.0277
韓式	2.0274
名人堂	2.0274
艾瑪	2.0273
督察	2.0272
一塊塊	2.0271
地球村	2.0269
飛來飛去	2.0269
查處	2.0268
緞帶	2.0268
動武	2.0266
凝望	2.0266
權衡	2.0265
東宮	2.0262
太陽神	2.0259
球體	2.0258
鼻塞	2.0257
咪咪	2.0257
香瓜	2.0256
代辦	2.0256
憎惡	2.0255
口齒	2.0254
爆裂	2.0247
打手	2.0246
海產	2.0246
護持	2.0244
手背	2.0244
閏	2.0243
陣風	2.0242
大費周章	2.0240
悸動	2.0239
弘揚	2.0237
成屋	2.0237
雷震	2.0235
合情合理	2.0235
投宿	2.0235
宴	2.0234
硬生生	2.0234
多才多藝	2.0234
隱蔽	2.0233
儘	2.0232
手提包	2.0231
嚐到	2.0227
鋼板	2.0226
目送	2.0223
二胡	2.0220
谷關	2.0218
環海	2.0217
內銷	2.0216
腹肌	2.0214
木棍	2.0213
剎車	2.0212
好說	2.0208
絕境	2.0207
投資客	2.0206
傳宗接代	2.0205
敵手	2.0205
苗條	2.0202
伸到	2.0202
照應	2.0200
雜草叢生	2.0197
類組	2.0197
花壇	2.0196
萬芳	2.0196
公款	2.0193
罷黜	2.0192
個股	2.0191
土豆	2.0190
立言	2.0190
校正	2.0184
私生活	2.0184
禿頭	2.0182
蕁麻疹	2.0181
奢望	2.0179
雙色	2.0177
政令	2.0176
千秋	2.0176
慘不忍睹	2.0176
熱天	2.0176
怒罵	2.0170
直腸	2.0169
雇員	2.0168
渣	2.0166
苛刻	2.0163
極權	2.0162
角膜	2.0160
省分	2.0160
小姑	2.0156
憤恨	2.0156
絆倒	2.0156
花式	2.0150
租下	2.0149
一觸即發	2.0148
散戶	2.0145
摺疊	2.0144
飛利浦	2.0144
歲修	2.0143
亨	2.0142
諭旨	2.0136
把握住	2.0134
記錄下	2.0131
包羅萬象	2.0129
加密	2.0129
傳世	2.0128
獵槍	2.0125
開場白	2.0125
投影片	2.0124
提琴	2.0123
呂不韋	2.0123
佈景	2.0118
昏睡	2.0117
負重	2.0113
張儀	2.0112
直截了當	2.0110
合肥	2.0110
虐	2.0106
外媒	2.0101
屢見不鮮	2.0099
平安無事	2.0099
天宮	2.0099
優缺點	2.0098
公平性	2.0095
面盤	2.0092
禮拜三	2.0088
告終	2.0087
肖像畫	2.0087
慧眼	2.0084
射程	2.0084
聯姻	2.0080
絕食	2.0080
信天翁	2.0079
蔑視	2.0077
氣魄	2.0076
出籠	2.0074
角質	2.0074
大驚	2.0073
伙食	2.0071
鬱鬱	2.0069
響聲	2.0068
亞洲盃	2.0066
甩開	2.0066
陳舊	2.0065
友愛	2.0065
五十七	2.0065
搞怪	2.0062
樹冠	2.0060
有一點點	2.0056
佈告欄	2.0056
置放	2.0055
組別	2.0055
艙	2.0054
美不勝收	2.0054
南化	2.0053
紙杯	2.0051
糖尿	2.0051
小冊子	2.0050
競技場	2.0049
開單	2.0049
開走	2.0049
暴風	2.0049
歡欣	2.0048
褐	2.0047
總代理	2.0046
備案	2.0045
記名	2.0044
震央	2.0044
游擊隊	2.0043
蘆薈	2.0041
聲名大噪	2.0041
建構出	2.0040
部將	2.0039
高爾夫球場	2.0039
無庸置疑	2.0038
乘船	2.0036
簽定	2.0036
道盡	2.0036
專才	2.0035
眼花撩亂	2.0034
小兵	2.0032
連成	2.0031
悔意	2.0031
把脈	2.0028
禮教	2.0027
大錯	2.0027
叫來	2.0016
民政局長	2.0016
撤軍	2.0014
兩相	2.0013
習慣於	2.0010
八字	2.0009
主攻	2.0008
發回	2.0008
金流	2.0008
蘇格拉底	2.0007
爬出	2.0007
夥同	2.0006
視同	2.0006
空降	2.0005
改到	2.0003
美術班	2.0001
轉賣	2.0000
預售	1.9998
紅潤	1.9998
超跑	1.9996
躲開	1.9994
書頁	1.9994
秦軍	1.9989
吾人	1.9989
巨擘	1.9988
不致於	1.9988
打罵	1.9988
鯉魚潭	1.9987
罵道	1.9984
清國	1.9981
教區	1.9979
液	1.9978
重兵	1.9978
警覺性	1.9975
高音	1.9975
買下來	1.9974
庫房	1.9974
叼	1.9974
殺人犯	1.9973
懇請	1.9971
唾棄	1.9971
依約	1.9970
國府	1.9969
闖蕩	1.9968
平陽	1.9968
臉皮	1.9965
始末	1.9965
血癌	1.9965
天底下	1.9961
蘇打	1.9960
盟邦	1.9958
良方	1.9957
百分之三十	1.9956
跟監	1.9956
供詞	1.9953
鈴木	1.9953
既得利益	1.9950
府邸	1.9950
禪修	1.9948
賠上	1.9947
拉美	1.9947
漂漂亮亮	1.9946
礫石	1.9944
座車	1.9941
布景	1.9940
紡織業	1.9939
湛藍	1.9938
相撞	1.9933
嫌惡	1.9933
賴士葆	1.9932
太陽花	1.9932
迫於	1.9928
手鍊	1.9928
遺願	1.9927
頒贈	1.9927
權謀	1.9927
傑瑞	1.9927
苦於	1.9926
漢奸	1.9925
光束	1.9925
凱瑟琳	1.9924
閒逛	1.9923
健保費	1.9921
俄國人	1.9915
做作	1.9915
霎時	1.9915
正門	1.9914
天主堂	1.9914
格紋	1.9913
落戶	1.9913
默許	1.9910
托盤	1.9909
懸空	1.9909
娘子	1.9909
席間	1.9908
獵犬	1.9906
一睹	1.9904
取樣	1.9903
酸鹼值	1.9903
試煉	1.9903
問鼎	1.9902
金國	1.9900
俯視	1.9900
山麓	1.9899
捷報	1.9898
普照	1.9897
遠行	1.9896
沐浴乳	1.9894
推派	1.9893
油水	1.9893
弧形	1.9893
長笛	1.9892
一經	1.9891
筑	1.9891
凱西	1.9891
跛腳	1.9891
分配給	1.9890
剪成	1.9889
吳家	1.9889
造像	1.9887
試穿	1.9884
探班	1.9884
淺薄	1.9883
情有獨鍾	1.9883
資優班	1.9882
轉給	1.9880
演完	1.9878
少之又少	1.9877
鬆鬆	1.9872
絞	1.9872
橫山	1.9871
踉蹌	1.9870
美術系	1.9868
歌舞片	1.9867
噴到	1.9864
排山倒海	1.9863
散掉	1.9863
殷勤	1.9863
選出來	1.9862
廣受	1.9861
無中生有	1.9860
援軍	1.9860
引渡	1.9860
加勒比海	1.9860
新貴	1.9860
整整齊齊	1.9859
原告	1.9859
水銀	1.9858
綜合性	1.9858
表姊	1.9858
直譯	1.9855
溜走	1.9855
長片	1.9852
故而	1.9851
摘下來	1.9851
艾美	1.9849
協和	1.9845
戎	1.9845
發癢	1.9843
楞	1.9842
肆無忌憚	1.9842
電量	1.9841
劉家	1.9837
黃耆	1.9836
親親	1.9833
飆車	1.9833
皆知	1.9833
自修	1.9832
功率	1.9832
選址	1.9832
紅盤	1.9831
瓶瓶罐罐	1.9828
微乎其微	1.9828
開發區	1.9828
混入	1.9820
蒙娜麗莎	1.9820
誤食	1.9820
花椒	1.9818
白金	1.9813
功不可沒	1.9811
作對	1.9808
河段	1.9808
竹東鎮	1.9807
培養出來	1.9805
會否	1.9803
慎選	1.9803
復耕	1.9802
白話文	1.9802
丞	1.9797
傻笑	1.9792
會商	1.9792
貿易商	1.9792
名產	1.9789
審批	1.9788
活命	1.9788
凶猛	1.9788
農林	1.9784
犧牲品	1.9783
星級	1.9782
心肝	1.9780
租界	1.9779
籌資	1.9777
原稿	1.9777
好歹	1.9775
潑水	1.9775
舊制	1.9773
苦水	1.9770
數千萬	1.9769
沙場	1.9766
投胎	1.9766
雨後春筍	1.9762
佛洛依德	1.9757
深究	1.9755
中環	1.9755
勇者	1.9754
中資	1.9753
殘廢	1.9748
太麻里	1.9748
上將	1.9748
雲朵	1.9745
自白	1.9744
消費力	1.9744
戒護	1.9741
晤談	1.9740
威爾森	1.9738
棉布	1.9736
參議	1.9735
健忘	1.9734
原動力	1.9732
情緒化	1.9732
半途	1.9730
恐懼症	1.9730
竹南鎮	1.9730
光采	1.9726
古都	1.9725
東南方	1.9724
理睬	1.9723
釋迦牟尼佛	1.9722
出氣	1.9721
情緣	1.9721
國曆	1.9719
第二春	1.9719
豆乾	1.9717
天人	1.9715
圍城	1.9712
奇緣	1.9711
倒出來	1.9711
曲面	1.9707
下放	1.9706
童心	1.9706
鮮乳	1.9705
拉回來	1.9704
再接再厲	1.9702
金恩	1.9702
巴哈	1.9700
探測器	1.9698
流速	1.9698
限縮	1.9697
咸陽	1.9695
勤練	1.9694
人禍	1.9689
題為	1.9686
圓頂	1.9683
保齡球	1.9683
遺言	1.9679
超車	1.9677
野豬	1.9676
洋娃娃	1.9672
斡旋	1.9672
投擲	1.9672
事跡	1.9670
沖掉	1.9666
資格賽	1.9665
白痴	1.9664
孕	1.9664
靈異	1.9664
月分	1.9663
他處	1.9659
戰將	1.9658
可取	1.9657
總務	1.9657
歸納出	1.9652
計費	1.9651
草圖	1.9647
精闢	1.9643
扔掉	1.9639
摘除	1.9639
哺乳動物	1.9638
瀉	1.9636
互愛	1.9635
失序	1.9634
出入境	1.9634
說笑	1.9634
逼問	1.9633
羊皮	1.9630
刺蝟	1.9624
意旨	1.9624
退居	1.9623
沙鹿	1.9623
訂閱	1.9622
情色	1.9621
首航	1.9620
泥漿	1.9619
陽臺	1.9618
放晴	1.9617
審計	1.9615
江水	1.9615
下馬	1.9615
鄉野	1.9615
爵	1.9614
如數家珍	1.9613
懶散	1.9612
東山再起	1.9611
賣相	1.9611
初生	1.9610
靈體	1.9610
鹼基	1.9607
卡內基	1.9606
木屐	1.9606
亂講	1.9601
自暴自棄	1.9599
網室	1.9597
附隨	1.9595
衝過去	1.9594
幽	1.9593
更甚	1.9591
譯為	1.9590
片語	1.9590
聲波	1.9590
首見	1.9589
潰堤	1.9583
投到	1.9582
反過來說	1.9581
根治	1.9580
牽起	1.9579
青翠	1.9579
送信	1.9577
奉勸	1.9575
生疏	1.9574
不遑多讓	1.9573
雨滴	1.9571
無我	1.9570
膽管	1.9569
風乾	1.9569
老饕	1.9564
串起	1.9561
垂頭喪氣	1.9560
兵變	1.9554
貝	1.9552
紅火蟻	1.9550
架式	1.9549
百合花	1.9548
瑞克	1.9547
三年	1.9544
嫻熟	1.9543
消費性	1.9543
張菲	1.9541
適應力	1.9539
建功	1.9539
寢具	1.9538
飛出去	1.9537
富於	1.9530
遼寧省	1.9530
音樂系	1.9530
入秋	1.9529
師師	1.9528
接演	1.9526
玩意	1.9524
國學	1.9523
詢	1.9522
中影	1.9520
晶	1.9519
猛攻	1.9515
稅務局	1.9515
黃家	1.9514
雜誌社	1.9513
操勞	1.9513
選到	1.9513
公車站	1.9512
胡鬧	1.9510
傳藝	1.9510
感染力	1.9508
舉杯	1.9508
逼到	1.9507
國宴	1.9507
安祿山	1.9507
里昂	1.9505
大潭	1.9505
挖掉	1.9505
後備	1.9504
淨空	1.9503
登載	1.9502
移走	1.9502
附贈	1.9501
優養化	1.9501
白蘭地	1.9501
互訪	1.9499
工整	1.9499
存續	1.9497
社會學家	1.9496
雙唇	1.9495
紡織品	1.9495
早療	1.9493
五二	1.9491
諷	1.9490
活動量	1.9489
寓所	1.9488
美術史	1.9486
挖洞	1.9483
空出	1.9483
綢緞	1.9478
大放異彩	1.9477
酸化	1.9477
總有一天	1.9475
幼鳥	1.9474
急劇	1.9473
工事	1.9472
順差	1.9470
日積月累	1.9469
區位	1.9468
洛克	1.9466
非議	1.9466
趣味性	1.9465
呼救	1.9460
行員	1.9460
式樣	1.9459
傷疤	1.9459
拜見	1.9459
鱗	1.9456
暖流	1.9455
鈕	1.9453
折合	1.9450
銅錢	1.9448
塘	1.9448
減損	1.9446
收攤	1.9443
纖維素	1.9442
聚眾	1.9438
動腦筋	1.9437
代管	1.9437
厄運	1.9434
不動聲色	1.9434
冀	1.9433
作業員	1.9431
上策	1.9425
骰子	1.9424
混為一談	1.9424
啟發性	1.9424
東坡	1.9423
評判	1.9423
名士	1.9421
空窗期	1.9421
扣款	1.9417
針鋒相對	1.9416
相形之下	1.9414
自編	1.9414
安定下來	1.9408
羌	1.9407
譽	1.9406
噱頭	1.9405
眼圈	1.9403
苔蘚	1.9403
罷休	1.9401
資優	1.9400
天團	1.9397
根除	1.9397
原能會	1.9396
擔架	1.9394
牛油	1.9393
禁藥	1.9390
疲乏	1.9389
電桿	1.9388
克里特島	1.9388
撐到	1.9385
天理	1.9382
毒販	1.9382
流傳下來	1.9381
三毛	1.9380
一見鍾情	1.9380
休息站	1.9379
山勢	1.9377
吟詩	1.9376
裁	1.9375
陳氏	1.9372
理想化	1.9370
查察	1.9369
融為	1.9365
五彩	1.9363
轉折點	1.9362
承繼	1.9360
暗處	1.9359
鹿兒島	1.9358
收藏品	1.9357
裝入	1.9356
第十八	1.9355
稱許	1.9353
烏黑	1.9353
解密	1.9352
腸胃炎	1.9351
寶來	1.9350
國師	1.9349
炸到	1.9349
瞬息萬變	1.9348
十時	1.9348
填平	1.9345
開盤	1.9345
空拍	1.9341
力邀	1.9341
窺視	1.9341
家族史	1.9340
閱歷	1.9339
釣竿	1.9337
首屈一指	1.9337
周錫瑋	1.9336
癱軟	1.9336
耐勞	1.9336
攻入	1.9332
平躺	1.9332
算帳	1.9332
失落感	1.9330
熱狗	1.9330
新月	1.9329
吟誦	1.9329
南半球	1.9329
強尼	1.9329
母性	1.9327
宗師	1.9326
建安	1.9326
退下	1.9324
水性	1.9323
凱斯	1.9322
無遠弗屆	1.9318
胳膊	1.9316
分娩	1.9316
號令	1.9316
自滿	1.9315
豆花	1.9313
何妨	1.9313
上臺	1.9313
心心	1.9312
擊落	1.9309
中寮	1.9307
結訓	1.9305
重蹈	1.9305
蓄水池	1.9303
打起來	1.9299
淮南	1.9299
炎炎夏日	1.9297
埋設	1.9297
窺探	1.9296
摩西	1.9291
名作	1.9289
失當	1.9288
芬多精	1.9287
喪葬	1.9286
咖啡杯	1.9286
腫起來	1.9286
裝好	1.9283
汙泥	1.9282
鋼管	1.9279
傭人	1.9275
施捨	1.9273
對打	1.9272
義美	1.9271
燃料棒	1.9270
困局	1.9270
漾	1.9269
從嚴	1.9268
檢附	1.9266
長椅	1.9265
鈣化	1.9265
劃定	1.9265
選美	1.9264
扒	1.9263
奉祀	1.9262
大滿貫	1.9261
來客	1.9261
德語	1.9259
絕頂	1.9259
曠野	1.9258
洋洋	1.9254
通向	1.9254
栽進	1.9253
衛士	1.9252
泌尿科	1.9252
喊價	1.9251
起疑	1.9251
織女	1.9250
靜悄悄	1.9249
鑑別	1.9248
稍加	1.9247
集思廣益	1.9247
塑造成	1.9245
凱蒂	1.9242
血淚	1.9241
淋漓	1.9239
禪定	1.9237
看做	1.9236
飄落	1.9235
卸責	1.9234
千方百計	1.9232
民工	1.9232
養病	1.9227
壽豐鄉	1.9225
外婆家	1.9223
辛亥	1.9222
鴕鳥	1.9219
能不能夠	1.9216
長裙	1.9215
落海	1.9213
因人而異	1.9212
定理	1.9211
一覽無遺	1.9209
竟敢	1.9209
零嘴	1.9209
興味	1.9207
猿	1.9207
水門	1.9200
桑	1.9199
祭壇	1.9198
計數	1.9196
精光	1.9196
正餐	1.9195
佼佼者	1.9195
四段	1.9194
干貝	1.9193
緣份	1.9192
纏住	1.9191
龍舟賽	1.9190
病苦	1.9185
烏克麗麗	1.9184
杵	1.9184
中子	1.9183
新歡	1.9182
禁不起	1.9181
大破	1.9181
法蘭西斯	1.9180
停用	1.9180
入院	1.9179
揚塵	1.9178
冷門	1.9176
放暑假	1.9176
八十幾	1.9176
茅草	1.9175
天道	1.9175
巨變	1.9175
好球	1.9174
報恩	1.9174
楊堅	1.9174
佛門	1.9173
工具機	1.9171
後背	1.9171
訴請	1.9169
狠心	1.9167
白手起家	1.9164
譯文	1.9164
北美洲	1.9163
爪哇	1.9162
豔麗	1.9162
文豪	1.9161
屠宰場	1.9160
魂魄	1.9156
六時	1.9156
外祖	1.9156
技術員	1.9154
疏濬	1.9152
報銷	1.9152
哈林	1.9151
白板	1.9148
藐視	1.9144
東晉	1.9144
攻守	1.9144
圖示	1.9143
歌喉	1.9143
抓來	1.9141
密謀	1.9138
停職	1.9136
緩頰	1.9136
篤信	1.9136
縫紉	1.9135
反悔	1.9134
炙熱	1.9132
八年級	1.9131
切絲	1.9131
受教權	1.9131
楊廣	1.9130
熾熱	1.9129
磐石	1.9129
繼父	1.9129
仿冒	1.9128
纏鬥	1.9125
翻出	1.9124
承攬	1.9120
牢獄	1.9120
同黨	1.9119
救星	1.9116
加徵	1.9114
喜憨兒	1.9114
佳佳	1.9111
偷窺	1.9109
拘捕	1.9107
激盪出	1.9107
遣送	1.9102
參謀長	1.9101
妻小	1.9101
支點	1.9099
痣	1.9098
司機員	1.9097
自由派	1.9097
撒上	1.9092
好惡	1.9091
演算法	1.9091
小腹	1.9090
蠍子	1.9089
墊子	1.9088
行事曆	1.9085
爆竹	1.9085
邀請賽	1.9084
潰敗	1.9084
拍子	1.9080
雷陣雨	1.9079
替身	1.9075
初夏	1.9073
布魯克林	1.9072
鮮嫩	1.9070
證明書	1.9070
天井	1.9069
三民主義	1.9069
按捺	1.9068
止住	1.9068
產房	1.9068
籌備處	1.9067
老父	1.9067
盡失	1.9066
櫻花樹	1.9066
怒斥	1.9061
餘力	1.9061
駐地	1.9059
冒充	1.9059
外賓	1.9058
指為	1.9057
文集	1.9056
粗略	1.9055
窗台	1.9055
頂部	1.9052
條狀	1.9052
疆域	1.9051
怨天尤人	1.9050
雙管齊下	1.9049
騰出	1.9044
砍殺	1.9043
李遠哲	1.9042
剛強	1.9042
美工	1.9041
度量	1.9041
開球	1.9039
面料	1.9039
破天荒	1.9038
瀝乾	1.9036
側目	1.9035
母國	1.9035
還清	1.9031
佯稱	1.9031
游離	1.9030
車水馬龍	1.9030
思鄉	1.9028
丑	1.9026
小夥子	1.9025
排場	1.9024
珍品	1.9022
母后	1.9022
油然而生	1.9022
鈕扣	1.9021
六十幾	1.9020
斯德哥爾摩	1.9015
復旦	1.9014
鳴叫	1.9014
推掉	1.9013
九年級	1.9013
行政權	1.9008
賺來	1.9007
心法	1.9006
人面	1.9004
辦公廳	1.9001
說對	1.8998
皂	1.8998
電纜線	1.8996
