# word	per_million
實業界	0.0635
影圈	0.0635
懲惡揚善	0.0635
捶擊	0.0635
敏慧	0.0635
曼島	0.0635
正誤	0.0635
短小精幹	0.0635
芙蓉鎮	0.0635
行色	0.0635
衰朽	0.0635
金德	0.0635
髁	0.0635
一馬	0.0635
蛀洞	0.0635
閒雜人等	0.0635
頭風	0.0635
笨鳥	0.0635
震攝	0.0635
阿利安	0.0635
捕蠅草	0.0635
運動學	0.0635
交接點	0.0634
分身術	0.0634
痛徹	0.0634
花棚	0.0634
滑手	0.0634
白斑症	0.0634
不落	0.0634
燈心絨	0.0634
花會	0.0634
蚶	0.0634
國家性	0.0634
宏村	0.0634
懷斯曼	0.0634
搾取	0.0634
艱危	0.0634
花巧	0.0634
韞	0.0634
一萬八	0.0633
整區	0.0633
四萬一千	0.0633
柴達木	0.0633
芬香	0.0633
鞋架	0.0633
劈下	0.0633
忘神	0.0633
野丫頭	0.0633
驚怕	0.0633
器件	0.0633
訪日	0.0633
三葉草	0.0633
廢名	0.0633
秦俑	0.0633
保監局	0.0632
叢集	0.0632
奧尼爾	0.0632
廉價品	0.0632
收不了	0.0632
白雲山	0.0632
石庭	0.0632
覆電	0.0632
塵霧	0.0632
憂容	0.0632
拼讀	0.0632
暱	0.0632
朱記	0.0632
氣吞山河	0.0632
白晃晃	0.0632
老長	0.0632
諦視	0.0632
赤眉	0.0632
遊絲	0.0632
酒井	0.0632
測試器	0.0632
特別法	0.0632
地震局	0.0632
從中作梗	0.0632
王斌	0.0632
自到	0.0631
護航艦	0.0631
傳得	0.0631
嬌豔欲滴	0.0631
孫楊	0.0631
現賣	0.0631
練歌	0.0631
拔槍	0.0631
英士	0.0631
財務處	0.0631
塔斯社	0.0631
慫	0.0631
案犯	0.0631
獨幕劇	0.0631
痛扁	0.0631
胺基	0.0631
詞彙量	0.0631
飛絮	0.0631
利瑪	0.0631
好生之德	0.0631
改鑄	0.0631
橋頭鄉	0.0631
漿液	0.0631
焦渴	0.0631
釋手	0.0631
長短句	0.0631
墨魚	0.0630
學甲鎮	0.0630
永澤	0.0630
起毛	0.0630
偏光鏡	0.0630
加利西亞	0.0630
填充題	0.0630
帶菌	0.0630
煙幕彈	0.0630
農化	0.0630
異客	0.0630
變灰	0.0630
活動期	0.0630
對保	0.0630
市招	0.0630
耕農	0.0630
薩拉曼卡	0.0630
互讓	0.0630
名學	0.0630
尷	0.0630
獻辭	0.0630
睡相	0.0630
身懷	0.0630
里程碑式	0.0630
家資	0.0629
希勒	0.0629
戚友	0.0629
撾	0.0629
生動性	0.0629
窳	0.0629
網師園	0.0629
聖化	0.0629
警銜	0.0629
貞烈	0.0629
附言	0.0629
陝甘寧	0.0629
黑眼	0.0629
戍衛	0.0629
楊梅鎮	0.0629
正北方	0.0629
地動	0.0628
好管閒事	0.0628
自戀狂	0.0628
響度	0.0628
報名單	0.0628
病兒	0.0628
老鋪	0.0628
三業	0.0628
三角旗	0.0628
燒上	0.0628
守分	0.0628
獨腳	0.0628
盬	0.0628
膠州	0.0628
藍籌	0.0628
診室	0.0628
鎌	0.0628
蛇紋石	0.0628
國技	0.0627
報失	0.0627
工分	0.0627
匡復	0.0627
布篷	0.0627
希羅	0.0627
扯進去	0.0627
撣子	0.0627
曼陀鈴	0.0627
過眼	0.0627
富盛	0.0627
提給	0.0627
沖床	0.0627
胡忠信	0.0627
花橋	0.0627
刪帖	0.0627
劈裂	0.0627
眼瞎	0.0627
贅詞	0.0627
運輸線	0.0627
騙出	0.0627
修理店	0.0627
書夾	0.0627
滿腔	0.0627
荒村	0.0627
接面	0.0626
氧化鎂	0.0626
海天	0.0626
不得志	0.0626
便盆	0.0626
險種	0.0626
珺	0.0625
六十四萬	0.0625
扛出	0.0625
梅豔芳	0.0625
郭志明	0.0625
鄭裕玲	0.0625
陶磚	0.0625
黑星	0.0625
大曲	0.0625
幛	0.0625
省軍區	0.0625
足癬	0.0625
逛進	0.0625
過兒	0.0625
黨建	0.0625
元日	0.0625
公餘之暇	0.0625
岔路口	0.0625
碣石	0.0625
舒卷	0.0625
花村	0.0625
落地燈	0.0625
撥出去	0.0625
魚汛	0.0625
幫補	0.0625
進一	0.0625
五萬三千	0.0624
文魁	0.0624
滿出	0.0624
響鈴	0.0624
五月節	0.0624
簽下來	0.0624
中值	0.0624
僑辦	0.0624
月台票	0.0624
白求恩	0.0624
寄交	0.0624
建委	0.0624
玄門	0.0624
胡海峰	0.0624
金門街	0.0624
外痔	0.0624
平頂山	0.0624
感發	0.0624
按圖	0.0624
狙擊槍	0.0624
轉制	0.0624
壎	0.0624
大當	0.0624
安潔莉娜	0.0624
杜宇	0.0624
橋本龍太郎	0.0624
沖來	0.0624
理髮椅	0.0624
羅爾斯	0.0624
醜劇	0.0624
題款	0.0624
馴悍記	0.0624
全方面	0.0624
番瀉葉	0.0624
銀漆	0.0624
古街	0.0623
宋瓷	0.0623
折光	0.0623
抵掉	0.0623
茶漬	0.0623
蜱	0.0623
楊浦	0.0622
海螺溝	0.0622
漫遊費	0.0622
艾希	0.0622
車王	0.0622
雞血石	0.0622
飾面	0.0622
剪彩	0.0622
勸回	0.0622
坐椅子	0.0622
極大值	0.0622
灣岸	0.0622
細姨	0.0622
蜜柑	0.0622
乙班	0.0622
水道橋	0.0622
淬礪	0.0622
隍	0.0622
如泥	0.0622
披麻帶孝	0.0622
東單	0.0622
瓴	0.0622
禿筆	0.0622
障眼	0.0622
靈慾	0.0622
傳來傳去	0.0622
端過去	0.0622
蓋建	0.0622
後街	0.0622
殘幹	0.0621
牛場	0.0621
初發	0.0621
梓潼縣	0.0621
精氨酸	0.0621
助推器	0.0621
找零	0.0621
棉籽	0.0621
湯池	0.0621
遛鳥	0.0621
氂	0.0621
福佬客	0.0621
胰腺癌	0.0621
船歌	0.0621
離港	0.0621
契合點	0.0621
神戶港	0.0621
超女	0.0621
闕漏	0.0621
吳音	0.0621
堅執	0.0621
弗雷德里克	0.0621
注射筒	0.0621
深有	0.0621
自殺性	0.0621
虛職	0.0621
解數	0.0621
言無不盡	0.0621
贗	0.0621
駭異	0.0621
寫寫字	0.0620
計算紙	0.0620
花甲之年	0.0620
茅利塔尼亞	0.0620
劈到	0.0620
慎密	0.0620
挑三揀四	0.0620
洗手盆	0.0620
灌上	0.0620
鯗	0.0620
巴薩	0.0620
趕鳥	0.0620
繁體版	0.0619
信豐	0.0619
居心叵測	0.0619
惡漢	0.0619
李真	0.0619
板上	0.0619
狗男女	0.0619
脈衝星	0.0619
艦炮	0.0619
荷蘭豆	0.0619
蜃樓	0.0619
伸延	0.0619
勇毅	0.0619
工料	0.0619
打胎	0.0619
浮遊	0.0619
滄浪亭	0.0619
炮艇	0.0619
穡	0.0619
組態	0.0619
蜷臥	0.0619
大掃	0.0619
號房	0.0619
待產室	0.0618
肥料廠	0.0618
道卡斯族	0.0618
內陸國	0.0618
老廣	0.0618
瀝血	0.0618
反升	0.0618
海景房	0.0618
磨砂膏	0.0618
老賈	0.0618
藝術廳	0.0618
高青	0.0618
中胡	0.0618
核威懾	0.0618
飛經	0.0618
一反常態	0.0618
不忠	0.0618
加人	0.0618
大盆	0.0618
張志	0.0618
看不透	0.0618
絲絲縷縷	0.0618
醞	0.0618
七星岩	0.0618
元勛	0.0618
善處	0.0618
天完	0.0618
妖婦	0.0618
家長制	0.0618
廢城	0.0618
廣平	0.0618
炸燬	0.0618
無奈何	0.0618
產兒	0.0618
空落落	0.0618
論評	0.0618
洗煉	0.0617
重巒疊嶂	0.0617
鑄刻	0.0617
話梅	0.0617
泉州街	0.0617
重覆性	0.0617
金蛋	0.0617
吸盡	0.0617
指端	0.0617
赤忱	0.0617
阿留申群島	0.0617
飛蟻	0.0617
丟置	0.0617
合作方	0.0617
押車	0.0617
狂漲	0.0617
金東	0.0617
希姆萊	0.0616
晨練	0.0616
界外球	0.0616
仰睡	0.0616
倪光南	0.0616
戰費	0.0616
科學部	0.0616
贊禮	0.0616
雲岡石窟	0.0616
二等艙	0.0616
商海	0.0616
塞維利亞	0.0616
店堂	0.0616
敘拉古	0.0616
旛	0.0616
朱庇特	0.0616
盎格魯撒克遜	0.0616
籙	0.0616
素衣	0.0616
索倫	0.0616
芳容	0.0616
詰難	0.0616
郡縣制	0.0616
量子化	0.0616
鳥爪	0.0616
保健操	0.0616
勘亂	0.0616
淹滅	0.0616
頂面	0.0616
刪成	0.0615
美人尖	0.0615
降薪	0.0615
麥家	0.0615
自炊	0.0615
陶人	0.0615
偽政權	0.0615
姿影	0.0615
富泰	0.0615
工技	0.0615
推搪	0.0615
米子	0.0615
豆蔻年華	0.0615
二科	0.0615
匯款人	0.0615
發展權	0.0615
聚會所	0.0615
附款	0.0615
靜安寺	0.0615
婺源縣	0.0615
指鹿為馬	0.0615
春麗	0.0615
比年	0.0615
厲色	0.0615
噤	0.0615
李靜	0.0615
浪淘盡	0.0615
深巷	0.0615
盤錦	0.0615
紅印	0.0615
興緻勃勃	0.0615
觸痛	0.0615
遊藝會	0.0615
鏡湖	0.0615
雷門	0.0615
檸檬茶	0.0614
換句	0.0614
鴝	0.0614
防不了	0.0614
主權國	0.0614
修橋	0.0614
格瑞那達	0.0614
漁婦	0.0614
花顏	0.0614
詩論	0.0614
嘟嘟嘟	0.0614
嚓嚓	0.0614
電車站	0.0614
中澤	0.0614
布克獎	0.0614
管理類	0.0614
學有所成	0.0613
球藝	0.0613
蒙特利爾	0.0613
黃賓虹	0.0613
南北方	0.0613
尊翁	0.0613
惹是非	0.0613
杜詩	0.0613
梣	0.0613
歹事	0.0613
無能力	0.0613
畢加索	0.0613
矰	0.0613
黝	0.0613
發聲法	0.0613
鬆緩	0.0613
自治市	0.0612
國棟	0.0612
妍麗	0.0612
程硯秋	0.0612
遞信	0.0612
偏長	0.0612
吊球	0.0612
成線	0.0612
房款	0.0612
新林	0.0612
橙劑	0.0612
馬蓋先	0.0612
化膿性	0.0612
商輪	0.0612
埃米爾	0.0612
懷仁	0.0612
色魔	0.0612
薩斯	0.0612
轉播站	0.0612
金基德	0.0612
二丁目	0.0612
反顧	0.0612
揉雜	0.0612
深到	0.0612
熟慮	0.0612
玨	0.0612
譽滿	0.0612
踏月	0.0612
躓	0.0612
閣議	0.0612
非正義	0.0612
五糧液	0.0611
塑鋼	0.0611
糖包	0.0611
齲	0.0611
真武	0.0611
雲台山	0.0611
耶夫	0.0611
自調	0.0611
航運界	0.0611
鞋帽	0.0611
低息	0.0610
團伙	0.0610
奔馬	0.0610
專送	0.0610
算牌	0.0610
退書	0.0610
不可違	0.0610
响	0.0610
查爾頓	0.0610
萎謝	0.0610
鎖起	0.0610
難忍	0.0610
核試驗	0.0610
加濕	0.0610
操舟	0.0610
硼酸	0.0610
鹽灘	0.0610
底下人	0.0609
彈法	0.0609
荒寂	0.0609
捕撈到	0.0609
精巢	0.0609
三態	0.0609
捐贈人	0.0609
空場	0.0609
網文	0.0609
詩會	0.0609
選播	0.0609
平均化	0.0609
假畫	0.0609
凹面	0.0609
列數	0.0609
卡勒	0.0609
同伙	0.0609
強上	0.0609
整訓	0.0609
發皇	0.0609
高華	0.0609
官田鄉	0.0609
掘起	0.0609
膜片	0.0609
日語課	0.0608
外發	0.0608
悟淨	0.0608
一巷	0.0608
痛訴	0.0608
三明	0.0608
比特	0.0608
漁汛	0.0608
臨寫	0.0608
重慶人	0.0608
隱匿性	0.0608
內家拳	0.0608
天津人	0.0608
打卡鐘	0.0608
昌平區	0.0608
李建	0.0608
蟯	0.0608
刑房	0.0607
嗒嗒	0.0607
埃文斯	0.0607
堙	0.0607
大嚼	0.0607
學館	0.0607
投石車	0.0607
欣幸	0.0607
符文	0.0607
聽膩	0.0607
艦尾	0.0607
側鋒	0.0607
煤田	0.0607
關有	0.0607
鑄造出	0.0606
黃毛	0.0606
中高級	0.0606
松井秀喜	0.0606
今治	0.0606
嘉興市	0.0606
扣查	0.0606
音近	0.0606
黃志強	0.0606
半推半就	0.0606
回力	0.0606
小德	0.0606
批發店	0.0606
收款人	0.0606
林姆斯基	0.0606
親聞	0.0606
說話算話	0.0606
高沙可夫	0.0606
偵騎	0.0606
畑	0.0606
粟子	0.0606
訂盟	0.0606
妙筆	0.0605
牌品	0.0605
界河	0.0605
粉碎機	0.0605
腰背部	0.0605
除暴	0.0605
井下	0.0605
桑德拉	0.0605
枯朽	0.0605
殘根	0.0605
虎鞭	0.0605
作莊	0.0605
投資款	0.0605
胖瘦	0.0605
荽	0.0605
阜陽	0.0605
吊襪帶	0.0605
名利場	0.0605
網下	0.0605
僂	0.0604
僑匯	0.0604
十一世	0.0604
暗褐	0.0604
盡瘁	0.0604
警言	0.0604
集腋成裘	0.0604
不是	0.0604
迪斯尼	0.0604
飄飛	0.0604
岩溶	0.0604
長明	0.0604
主宰權	0.0603
酒話	0.0603
廣告法	0.0603
李湘	0.0603
足療	0.0603
高速路	0.0603
黑卡	0.0603
劉文	0.0603
塞席爾	0.0603
得而復失	0.0603
房費	0.0603
指宿	0.0603
靚仔	0.0603
傳粉	0.0603
旁聽生	0.0603
浮塵	0.0603
老山	0.0603
預備軍	0.0603
齊出	0.0603
三員	0.0603
好玩兒	0.0603
孤憤	0.0603
安平縣	0.0603
承包人	0.0603
斂容	0.0603
泥河	0.0603
端州	0.0603
聞所未聞	0.0603
裾	0.0603
青銅像	0.0603
燃燒彈	0.0603
打撈到	0.0602
蒙混	0.0602
農大	0.0602
保用	0.0602
成樣	0.0602
角質化	0.0602
讚歎聲	0.0602
魔法石	0.0602
護牆	0.0602
闖過去	0.0602
住診	0.0602
好記	0.0602
英語班	0.0602
賴幸媛	0.0602
互寄	0.0602
儲備量	0.0602
大哥哥	0.0602
孟麗君	0.0602
手術完	0.0602
暑訓	0.0602
橫須賀	0.0602
歲收	0.0602
蓪	0.0602
人地生疏	0.0602
任免權	0.0602
掉頭髮	0.0602
溫布敦	0.0602
漫游	0.0602
二分	0.0601
侵蝕性	0.0601
泰米爾	0.0601
流點	0.0601
貝葉經	0.0601
資料片	0.0601
照開	0.0601
暖手	0.0601
水經	0.0601
伸展出	0.0600
夏爾	0.0600
樂山市	0.0600
莫明其妙	0.0600
表現型	0.0600
勞務費	0.0600
千年	0.0600
松坂	0.0600
槍機	0.0600
進貨價	0.0600
阿勒泰	0.0600
圖形化	0.0600
威廉姆斯	0.0600
排比句	0.0600
下逐客令	0.0600
厭膩	0.0600
受氣包	0.0600
子衿	0.0600
小部	0.0600
烤吐司	0.0600
碧血	0.0600
改進型	0.0600
釉下彩	0.0600
邪不勝正	0.0600
湛江市	0.0599
買樓	0.0599
長白	0.0599
風鏡	0.0599
直捷	0.0599
大商	0.0599
新民晚報	0.0599
柯爾特	0.0599
泡妞	0.0599
洛佩茲	0.0599
熨平	0.0599
燃眉	0.0599
花柱	0.0599
命理學	0.0599
禮節性	0.0599
蒙大拿	0.0599
附匪	0.0599
馬大	0.0599
馬德拉斯	0.0599
吊扇	0.0598
底料	0.0598
熱熔	0.0598
墾區	0.0598
暈死	0.0598
監控室	0.0598
鄂溫克族	0.0598
急缺	0.0598
推進劑	0.0598
繁殖率	0.0598
加工費	0.0598
堅厚	0.0598
袋狀	0.0598
財經類	0.0598
京味	0.0597
投標人	0.0597
提槍	0.0597
極限值	0.0597
軟件園	0.0597
麗澤	0.0597
口拙	0.0597
商標局	0.0597
尋芳	0.0597
山口百惠	0.0597
明路	0.0597
芝城	0.0597
謝克	0.0597
金翅雀	0.0597
佩特	0.0597
搜奇	0.0597
撰書	0.0597
死皮	0.0597
浪漫曲	0.0597
浸於	0.0597
琊	0.0597
蕉嶺	0.0597
開宗	0.0597
食不知味	0.0597
基底層	0.0596
建出	0.0596
藝術院	0.0596
鋒刃	0.0596
外資股	0.0596
炮打	0.0596
首輪	0.0596
奉賢	0.0596
生產組	0.0596
肉腸	0.0596
金童玉女	0.0596
馬頭魚	0.0596
山楂樹	0.0596
意見稿	0.0596
扎傷	0.0596
敏郎	0.0596
起音	0.0596
輪式	0.0596
卜算	0.0596
卡西尼	0.0596
大槐樹	0.0596
威爾士	0.0596
曹族	0.0596
李伯元	0.0596
游學	0.0596
牌九	0.0596
過譽	0.0596
陳志	0.0595
光色	0.0595
安安分分	0.0595
後傾	0.0595
王冕	0.0595
冰城	0.0595
基友	0.0595
改守	0.0595
熱電	0.0595
豪斯登堡	0.0595
配位	0.0595
鋼化	0.0595
開腹	0.0595
周薪	0.0594
沐浴精	0.0594
分內事	0.0594
愛達荷	0.0594
收人	0.0594
豇	0.0594
重鑄	0.0594
報務員	0.0594
寒泉	0.0594
封禁	0.0594
扎眼	0.0594
法蘭斯	0.0594
玻里尼西亞人	0.0594
痛揍	0.0594
花柳	0.0594
謅	0.0594
辱國	0.0594
迪克斯	0.0594
阿貝爾	0.0594
雩	0.0594
高密	0.0594
炒掉	0.0594
抒情曲	0.0593
冷傲	0.0593
原蟲	0.0593
浙南	0.0593
滌蕩	0.0593
中鐵	0.0593
半月板	0.0593
妙答	0.0593
屎味	0.0593
輓額	0.0593
威脅論	0.0593
拿回扣	0.0593
控制鍵	0.0593
新禧	0.0593
東引鄉	0.0593
運交	0.0593
順義區	0.0593
保不了	0.0593
分配率	0.0593
圖圖	0.0593
垮下	0.0593
平年	0.0593
泫然	0.0593
璃	0.0593
破綻百出	0.0593
線人	0.0593
調停人	0.0593
下口	0.0593
僧服	0.0593
六君子	0.0593
宋理宗	0.0593
托生	0.0593
招風	0.0593
焦燥	0.0593
玩世	0.0593
經貿部	0.0593
肯尼迪	0.0593
萬靈藥	0.0593
金翅	0.0593
闞	0.0593
餘輝	0.0593
掃走	0.0592
硯石	0.0592
競秀	0.0592
白葡萄	0.0592
電視塔	0.0592
魚鰓	0.0592
小蒼蘭	0.0592
謝拉	0.0592
齊眉棍	0.0592
朱槿	0.0591
核辦	0.0591
酒場	0.0591
顯老	0.0591
天都	0.0591
奇哥	0.0591
掛冠而去	0.0591
清揚	0.0591
車軌	0.0591
乾巴	0.0591
倭奴	0.0591
六分儀	0.0591
奧威爾	0.0591
女性主義	0.0591
富海	0.0591
張苙雲	0.0591
扶出	0.0591
杜拉斯	0.0591
樾	0.0591
歡躍	0.0591
異趣	0.0591
空行	0.0591
蒙頭大睡	0.0591
蠱毒	0.0591
討取	0.0591
韋爾	0.0591
馴順	0.0591
技安	0.0591
產卵場	0.0591
鍾南山	0.0590
中樓	0.0590
回過去	0.0590
團狀	0.0590
槍靶	0.0590
稱揚	0.0590
鬧出來	0.0590
寧德市	0.0590
莫拉萊斯	0.0590
討論版	0.0590
出租屋	0.0590
德航	0.0590
秣馬厲兵	0.0590
大同盟	0.0590
孤行	0.0590
小怪	0.0590
率然	0.0590
見不了	0.0590
角化	0.0590
難學	0.0590
飄向	0.0590
凸現	0.0590
婪	0.0590
巴基	0.0590
支起	0.0590
殘照	0.0590
老妖	0.0590
葉聖陶	0.0590
蛇信	0.0590
鄭文公	0.0590
閒心	0.0590
閒扯淡	0.0590
飄遊	0.0590
黹	0.0590
外銷品	0.0589
採出	0.0589
瑢	0.0589
系列化	0.0589
定安	0.0589
平紋	0.0589
漢姓	0.0589
老巢	0.0589
菸草味	0.0589
開蒙	0.0589
顧不到	0.0589
馬克筆	0.0589
麻瘋	0.0589
吉永	0.0589
客票	0.0589
普拉斯	0.0589
課間	0.0589
多管	0.0588
異型	0.0588
石泉	0.0588
育養	0.0588
膠合板	0.0588
襯映	0.0588
限為	0.0588
多愁	0.0588
康佳	0.0588
搶運	0.0588
朱軍	0.0588
無關宏旨	0.0588
豐功	0.0588
逐臭	0.0588
放牧區	0.0588
冰醋酸	0.0588
斷網	0.0588
出量	0.0587
矮牆	0.0587
使徒	0.0587
孀居	0.0587
晶狀體	0.0587
良渚	0.0587
証據	0.0587
輕慢	0.0587
空軍節	0.0587
蘇菲雅	0.0587
蝶戀花	0.0587
部副	0.0587
北大荒	0.0587
圓雕	0.0587
差評	0.0587
海蜇	0.0587
玄女	0.0587
霞浦	0.0587
兔兒	0.0587
梅特涅	0.0587
滂	0.0587
煬	0.0587
燭照	0.0587
父蔭	0.0587
親傳	0.0587
金槍魚	0.0587
口耳	0.0586
抄抄	0.0586
捲縮	0.0586
皮筋	0.0586
縫工	0.0586
聖教序	0.0586
賣唱	0.0586
鉤到	0.0586
積垢	0.0586
配用	0.0586
零距離	0.0586
柳江	0.0585
瑩潤	0.0585
花事	0.0585
吸入器	0.0585
塌下	0.0585
小柔	0.0585
振盪器	0.0585
極盛	0.0585
稱好	0.0585
縟節	0.0585
喀喇	0.0585
棉絨	0.0585
璀	0.0585
雉尾	0.0585
入隊	0.0585
六萬八千	0.0585
十一路	0.0585
莒光日	0.0585
沈澱物	0.0584
箱根	0.0584
西口	0.0584
內衣秀	0.0584
掛曆	0.0584
民族舞	0.0584
觀月	0.0584
走馬換將	0.0584
伽馬	0.0584
廣告板	0.0584
萬箭齊發	0.0584
難出	0.0584
亨氏	0.0584
失檢	0.0584
專修科	0.0584
巢湖	0.0584
巨廈	0.0584
炫示	0.0584
琳琅	0.0584
納斯	0.0584
銷售部	0.0584
長岡	0.0584
高回報	0.0584
鼎足而三	0.0584
啦啦啦	0.0583
心理科	0.0583
賠錢貨	0.0583
輪轂	0.0583
抄球	0.0583
音管	0.0583
香料味	0.0583
光下	0.0583
共守	0.0583
卡巴	0.0583
崗亭	0.0583
彈無虛發	0.0583
薄發	0.0583
袞袞諸公	0.0583
互成	0.0582
儉學	0.0582
寄生物	0.0582
怪論	0.0582
斯特拉斯堡	0.0582
猊	0.0582
猛撞	0.0582
秀雅	0.0582
背風處	0.0582
行期	0.0582
西楚霸王	0.0582
透骨	0.0582
頓河	0.0582
鼕鼕	0.0582
準新娘	0.0582
種植業	0.0582
蛙叫	0.0582
安龍	0.0582
農產量	0.0582
富強康樂	0.0581
虛虛	0.0581
飯田	0.0581
四十一萬	0.0581
最終版	0.0581
最高票	0.0581
燕南	0.0581
說愛	0.0581
伊萬	0.0581
潑墨畫	0.0581
澤曼	0.0581
爬牆	0.0581
羔羊皮	0.0581
蕊心	0.0581
血流如注	0.0581
阿共	0.0581
馬克安諾	0.0581
小勇	0.0581
聲如洪鐘	0.0581
一霎	0.0581
中板	0.0581
信息量	0.0581
回贖	0.0581
平明	0.0581
廠主	0.0581
沃森	0.0581
空疏	0.0581
龍州	0.0581
挲	0.0580
滑膜	0.0580
穢言	0.0580
翻譯社	0.0580
戲詞	0.0580
汨羅	0.0580
登封市	0.0580
藏曆	0.0580
銘言	0.0580
元生	0.0580
登陸器	0.0580
連播	0.0580
衛星城	0.0580
遮眼	0.0580
低水平	0.0580
合體字	0.0580
詐病	0.0580
誕生日	0.0580
諮詢費	0.0580
同形	0.0579
太陽鏡	0.0579
文秀	0.0579
明黃	0.0579
書記員	0.0579
湘鄉	0.0579
生產額	0.0579
發餉	0.0579
石鎖	0.0579
脫盡	0.0579
過意	0.0579
餼	0.0579
黟	0.0579
克數	0.0579
國劇團	0.0579
煉銅廠	0.0579
聖果	0.0579
請假單	0.0579
朴樹	0.0579
測算	0.0579
亂走	0.0578
張滿	0.0578
拮抗劑	0.0578
格但斯克	0.0578
畫材	0.0578
貝隆	0.0578
鑽開	0.0578
大台北區	0.0578
春晚	0.0578
現金流	0.0578
九十五萬	0.0578
勝部	0.0578
楚材晉用	0.0578
樂享	0.0578
炒起	0.0578
羅湖區	0.0578
花梨	0.0578
荏弱	0.0578
誘導式	0.0578
失水	0.0578
木板凳	0.0578
索債	0.0578
賈平凹	0.0578
健旺	0.0578
偵緝	0.0578
商女	0.0578
屈膝禮	0.0578
平級	0.0578
弄乾淨	0.0578
打門	0.0578
抑鬱寡歡	0.0578
明孝陵	0.0578
曉暢	0.0578
東直門	0.0578
環列	0.0578
立錐之地	0.0578
簟	0.0578
艦砲	0.0578
莫管	0.0578
萬言	0.0578
閒言碎語	0.0578
驕寵	0.0578
多發	0.0578
屈光度	0.0578
林林	0.0578
黃心	0.0578
入坑	0.0577
山梨	0.0577
曠男	0.0577
阿嘎	0.0577
團體性	0.0577
闔府	0.0577
七爺八爺	0.0577
台鋁	0.0577
換房	0.0577
水原	0.0577
靖安	0.0577
墨畫	0.0577
專美	0.0577
汗血寶馬	0.0577
治療費	0.0577
三角區	0.0577
亍	0.0577
今村	0.0577
撈錢	0.0577
船山	0.0577
下雪天	0.0576
偽託	0.0576
別業	0.0576
南澳島	0.0576
妾室	0.0576
密鑰	0.0576
岩床	0.0576
撲打	0.0576
特斯	0.0576
綮	0.0576
西歐人	0.0576
郜	0.0576
釙	0.0576
鏹	0.0576
以身	0.0576
打彎	0.0576
撈本	0.0576
鏟土	0.0576
日規	0.0576
亞門	0.0576
占到	0.0576
周原	0.0576
抖起來	0.0576
礦化	0.0576
肥皂泡	0.0576
裝不了	0.0576
面生	0.0576
風傳	0.0576
捐獻箱	0.0575
瘂弦	0.0575
索非亞	0.0575
莫里納	0.0575
落下風	0.0575
安慶市	0.0575
實值	0.0575
寶號	0.0575
環路	0.0575
總供給	0.0575
裝瘋賣傻	0.0575
靈符	0.0575
搶來搶去	0.0575
踩錯	0.0575
漲風	0.0574
紅石	0.0574
填成	0.0574
正手	0.0574
乾瘦	0.0574
才性	0.0574
摯情	0.0574
撒下來	0.0574
椰胡	0.0574
背囊	0.0574
赫哲族	0.0574
雙行	0.0574
暑修	0.0574
月光石	0.0574
爽身	0.0574
鳴鳥	0.0574
理該	0.0574
長串	0.0574
聲門	0.0574
面朝	0.0574
倫敦人	0.0573
扮像	0.0573
煉焦	0.0573
納坦	0.0573
禁忌症	0.0573
花路	0.0573
黃明	0.0573
晶粒	0.0573
傣	0.0572
冷庫	0.0572
加配	0.0572
小李飛刀	0.0572
村上龍	0.0572
第七年	0.0572
鶘	0.0572
五子登科	0.0572
佮	0.0572
倒敘法	0.0572
元龍	0.0572
支隊長	0.0572
棗莊	0.0572
石楠	0.0572
馬力歐	0.0572
鰆	0.0572
南大街	0.0572
唇亡齒寒	0.0572
墳塚	0.0572
徛	0.0572
思春期	0.0572
滑音	0.0572
濟事	0.0572
石雕像	0.0572
經委	0.0572
芙蓉花	0.0572
衡陽市	0.0572
表示法	0.0572
豺狼虎豹	0.0572
邃	0.0572
顏體	0.0572
儀錶	0.0572
史詩性	0.0572
葶	0.0572
藤架	0.0572
甘道夫	0.0571
萬事達	0.0571
洞孔	0.0571
浩歎	0.0571
無關係	0.0571
物理量	0.0571
舊好	0.0571
掃墓節	0.0571
購物卡	0.0571
鋼模	0.0571
創維	0.0571
拋離	0.0571
綠區	0.0571
艾里森	0.0571
門牌號	0.0571
恩威並濟	0.0571
愧不敢當	0.0571
擇要	0.0571
獲刑	0.0571
笑破肚皮	0.0571
衝鋒隊	0.0571
震旦行	0.0571
牙周炎	0.0570
美神	0.0570
跳彈	0.0570
集束	0.0570
資格證	0.0570
一語驚醒	0.0570
借題	0.0570
枕邊細語	0.0570
白臉	0.0570
低值	0.0569
寣	0.0569
搜狐網	0.0569
期年	0.0569
本品	0.0569
江南春	0.0569
進香客	0.0569
哪方	0.0569
嚄	0.0569
肥羊	0.0569
風燈	0.0569
不得其法	0.0569
井蛙	0.0569
唸白	0.0569
扯成	0.0569
曼哈頓島	0.0569
柏崎	0.0569
查收	0.0569
法理學	0.0569
濰	0.0569
石塚	0.0569
經貿委	0.0569
葱	0.0569
隔宿	0.0569
隨葬品	0.0569
三申五令	0.0569
口蘑	0.0569
技校	0.0569
翼龍	0.0569
風害	0.0569
中國年	0.0568
六分	0.0568
熬煉	0.0568
貯水池	0.0568
運動隊	0.0568
支幹	0.0568
松田聖子	0.0568
楊光	0.0568
骨灰甕	0.0568
國投	0.0568
少去	0.0568
拖死	0.0568
晃悠	0.0568
盜拷	0.0568
長尾巴	0.0568
前代	0.0568
吳儀	0.0568
