# qstring	previous	current	probability
=MrF UG5_	成為	陶藝	-1.700000
=MrF Wk	成為	像	-1.643693
=MrF ];	成為	今	-1.600017
=MrF ^l	成為	淨	-1.564332
=MrF _;:_	成為	新地	-1.700000
=MrF aJ0_	成為	全市	-1.643693
=MrF hI	成為	南	-1.508025
=MrF kOtO	成為	五股	-1.700000
=MrF m_	成為	具	-1.508025
=MrF n?4L	成為	職場	-1.534161
=MrF oa0_	成為	弱勢	-1.464350
=MrF p=	成為	青	-1.643693
=MrF u?~0	成為	宜居	-1.484971
=MrF v4NX	成為	街友	-1.643693
=MrF xU2f	成為	每位	-1.600017
=MzO 0W	城主	堡	-1.643693
=M{O 0_nH	懲處	事由	-1.643693
=M{O A_S_	懲處	紀錄	-1.700000
=M|J vY	成人	館	-1.700000
=M|_ 9i	成大	片	-1.700000
=M|_ cf	成大	道	-1.643693
=M~I th	成年	犯	-1.700000
=X 6_	抖	幣	-1.564332
=X N7	斗	輝	-1.600017
=X T:	抖	肩	-1.398493
=X Xi	斗	煥	-1.600017
=X qa	斗	厝	-1.508025
=X rq	斗	个	-1.700000
=X=_ VB	斗笠	螺	-1.534161
=X=_ kO	斗笠	舞	-1.643693
=XQ; F0w[	抖音	一響	-1.700000
=[ 3>	允	恭	-1.600017
=[ vT	允	楷	-1.600017
=[ zJ	允	晨	-1.700000
=[ ~L	允	鵬	-1.564332
=[da KZ4@	允諾	本席	-1.700000
=[da aJ=_	允諾	全力	-1.643693
=_ 01	例	屈	-1.700000
=_ 0U	例	仔	-1.534161
=_ 1K	俐	吟	-1.534161
=_ 2=	俐	霜	-1.249321
=_ 2f	例	為	-1.700000
=_ 2f	力	為	-1.600017
=_ 2f	隸	為	-1.643693
=_ 3;	力	軒	-1.700000
=_ 3;	立	軒	-1.643693
=_ 3>=_	立	公立	-1.564332
=_ 3@	利	奇	-1.219150
=_ 5_5E	立	義學	-1.700000
=_ 78	力	標	-1.700000
=_ 89	力	州	-1.219150
=_ 8W	例	稿	-1.269943
=_ 8iQM	利	變型	-1.700000
=_ 9K	俐	霖	-1.700000
=_ :<	俐	君	-1.508025
=_ :C	力	哲	-1.643693
=_ :L	利	洋	-1.484971
=_ :L	力	暘	-1.277330
=_ ;;	莉	恩	-1.508025
=_ <i0_CE	立	電視臺	-1.600017
=_ =_	俐	俐	-1.464350
=_ =_	立	立	-1.700000
=_ =f	莉	惠	-1.643693
=_ CEhI	立	臺南	-1.643693
=_ CEvU	立	臺北	-1.508025
=_ CM	利	盈	-1.643693
=_ CM	力	營	-1.600017
=_ Cb	立	個	-1.564332
=_ Cd	例	確	-1.319132
=_ Ci	歷	建	-1.643693
=_ Ck	力	倡	-1.564332
=_ E0	立	司	-1.349304
=_ Ef	利	罪	-1.600017
=_ F0	立	醫	-1.643693
=_ FM	利	明	-1.600017
=_ GK	俐	雯	-1.372357
=_ H<	力	坊	-0.867523
=_ H<	莉	芳	-1.310027
=_ HL	莉	翔	-1.534161
=_ IJ	力	環	-1.700000
=_ IM	莉	婷	-1.643693
=_ IM	蒞	庭	-1.534161
=_ J1	莉	莎	-1.445695
=_ J;	利	貞	-1.203053
=_ J`	力	價	-1.700000
=_ KM	俐	玲	-1.700000
=_ KM	儷	玲	-1.600017
=_ KM	莉	玲	-1.445695
=_ Lj	勵	進	-1.484971
=_ Mi	立	腕	-1.643693
=_ N7	立	輝	-1.224823
=_ NX	力	友	-1.445695
=_ PYWY	力	展演	-1.700000
=_ Q=	力	鋒	-1.700000
=_ R0	立	基	-1.398493
=_ RV	力	偉	-1.700000
=_ Rd	立	泰	-1.600017
=_ T0	力	溪	-1.700000
=_ TJ	力	園	-1.249321
=_ TJ	蒞	園	-1.600017
=_ U:	立	謙	-1.700000
=_ VB	笠	螺	-1.310027
=_ VD	俐	潔	-1.700000
=_ We	利	佩	-1.600017
=_ We	立	沛	-1.564332
=_ [1	力	家	-1.600017
=_ ]=	儷	緽	-1.534161
=_ ]K	立	芸	-1.600017
=_ aJ	力	泉	-1.464350
=_ bJ	俐	璇	-1.508025
=_ cY	例	檢	-1.700000
=_ k@	笠	嫲	-1.643693
=_ kM	俐	容	-1.700000
=_ kM	儷	容	-1.600017
=_ l02@	力	出擊	-1.600017
=_ lZ	立	錦	-1.600017
=_ m0	莉	舒	-1.464350
=_ mY	立	碗	-1.600017
=_ pg	利	購	-1.700000
=_ rA	利	伯	-1.508025
=_ rh	立	判	-1.700000
=_ rl	莉	控	-1.700000
=_ tO	力	牯	-1.564332
=_ u[	力	獎	-1.508025
=_ u[	立	槳	-1.236689
=_ v4	利	街	-1.700000
=_ zJ	立	晨	-1.700000
=_ |J	力	仁	-1.643693
=_0C v4	立德	街	-1.464350
=_2@ 2f	立即	為	-1.484971
=_2@ EYRl	立即	反映	-1.700000
=_2@ F0	立即	依	-1.384989
=_2@ NO0_	立即	指示	-1.445695
=_2@ u?	立即	移	-1.700000
=_2@ wI	立即	研	-1.600017
=_5E Kb	力學	社	-1.445695
=_5E TJ	力學	員	-1.643693
=_5_ 2@3@	利益	及其	-1.700000
=_5_ 2f	利益	為	-1.149338
=_9K 2f	蒞臨	為	-1.600017
=_9K CE^:	蒞臨	臺灣	-1.700000
=_9K g:	蒞臨	觀	-1.700000
=_=M 2f	歷程	為	-1.600017
=_=M A_S_	歷程	紀錄	-1.508025
=_?0 w;	荔枝	椿	-1.224823
=_Db 2f	立刻	為	-1.508025
=_I1 <[	利差	損	-1.643693
=_LP 3@=M	立法	期程	-1.700000
=_LP 5_NO	立法	意旨	-1.169960
=_LP =_	立法	例	-0.916845
=_LP ?0l0	立法	之初	-1.600017
=_LP TJ5_	立法	原意	-1.600017
=_LP [O=_	立法	體例	-1.428664
=_LP l09>	立法	初衷	-1.700000
=_LP wI4C	立法	沿革	-1.643693
=_LPR0g: }^	立法機關	制	-1.700000
=_LPRVTJ =@0_	立法委員	不是	-1.700000
=_LPRVTJ QMPO	立法委員	行使	-1.600017
=_LPci 1g	立法院	教	-1.534161
=_LPci 2f	立法院	為	-1.445695
=_LPci 5_0_	立法院	議事	-1.643693
=_LPci 5_4L	立法院	議場	-1.600017
=_LPci =@0_	立法院	不是	-1.428664
=_LPci =_	立法院	立	-1.600017
=_LPci Kb	立法院	社	-1.600017
=_LPci QMPO	立法院	行使	-1.360491
=_LPci ];	立法院	今	-1.508025
=_LPci ]O	立法院	裡	-1.384989
=_LPci _dDk	立法院	在上	-1.700000
=_LPci `_	立法院	速	-1.700000
=_LPci g55_	立法院	開議	-1.600017
=_LPci kK	立法院	詢	-1.643693
=_LPci nH	立法院	游	-1.534161
=_LPci rg^=	立法院	厚生	-1.564332
=_N@ CE^:	例如	臺灣	-1.643693
=_N@ CEvU0_	例如	臺北市	-1.534161
=_N@ CE|_	例如	臺大	-1.700000
=_N@ CE~=	例如	臺東	-1.700000
=_N@ KZ4@	例如	本席	-1.508025
=_N@ Wk	例如	像	-1.412998
=_N@ vh	例如	碳	-1.643693
=_O@ CE^:	立足	臺灣	-1.360491
=_PA kO	麗華	伍	-1.700000
=_PO 2f	歷史	為	-1.534161
=_PO 4aea	歷史	脈絡	-1.038691
=_PO ?;rF	歷史	氛圍	-1.484971
=_PO F0Yc	歷史	一頁	-1.643693
=_PO GK]O	歷史	紋理	-1.600017
=_PO TJ	歷史	源	-1.700000
=_PO TJnH	歷史	緣由	-1.643693
=_PO _;Yc	歷史	新頁	-1.564332
=_PO aJ0_	歷史	詮釋	-1.643693
=_PO mG	歷史	摎	-1.600017
=_PO rq	歷史	个	-1.534161
=_PO v4	歷史	街	-1.445695
=_PO zJK3	歷史	沉痾	-1.700000
=_PO`l rq	歷史性	个	-1.700000
=_QM v4	力行	街	-1.464350
=_RV =@0_	立委	不是	-1.700000
=_S; ];	力拼	今	-1.643693
=_[O 3>5_	立體	工藝	-1.700000
=_[O ^l	立體	鏡	-1.643693
=_[O i_	立體	綠	-1.643693
=_[O x7J`	立體	高架	-1.643693
=_[O x@	立體	茶	-1.564332
=_[OB@ CE	立體圖	台	-1.700000
=_[O_` QM0_	立體化	型式	-1.700000
=__;R0];=f ]Oa_	勵馨基金會	李玉	-1.700000
=_an =@0_	例子	不是	-1.643693
=_ec A_S_	歷屆	紀錄	-1.700000
=_i_ 2f	利率	為	-1.643693
=_i_ ^=	利率	升	-1.700000
=_nk \0SYK_	粒狀	污染物	-1.464350
=_o= CEvUEi	歷經	臺北縣	-1.700000
=_o= R@	歷經	逾	-1.700000
=_o= \_	歷經	數	-1.384989
=_p= O1	瀝青	押	-1.700000
=_p= Yc	瀝青	業	-1.360491
=_p? 8:	礫石	灘	-1.643693
=_p? AM	礫石	層	-1.643693
=_p? R@	歷時	逾	-1.700000
=_p? \_	歷時	數	-1.700000
=_pi v4NX	力勸	街友	-1.484971
=_rh FM	力拚	明	-1.412998
=_rh ];	力拚	今	-1.412998
=_wI v4	立言	街	-1.508025
=_wI v4BX	立言	街口	-1.428664
=_x\ CE^:	力挺	臺灣	-1.398493
=_xd PM0_	例外	情事	-1.564332
=_|J v4	立人	街	-1.643693
=_~I A_S_	歷年	紀錄	-1.484971
=_~I QEl@	歷年	裁罰	-1.600017
=_~I v4	歷年	皆	-1.643693
=_~IEE UO	歷年來	已	-1.534161
=_~l 1g	利用	校	-1.643693
=_~l 2_[O	利用	自體	-1.700000
=_~l 2f	利用	為	-1.484971
=_~l 3>	利用	供	-1.700000
=_~l 3>NX	利用	公有	-1.700000
=_~l 3>R@	利用	公餘	-1.700000
=_~l 89	利用	週	-1.700000
=_~l :P	利用	鋁	-1.700000
=_~l :h	利用	舊	-1.534161
=_~l =M0_	利用	程式	-1.700000
=_~l ?1nq	利用	它的	-1.484971
=_~l B_	利用	砌	-1.700000
=_~l C0	利用	資	-1.534161
=_~l CE	利用	台	-1.398493
=_~l CE^:	利用	臺灣	-1.285006
=_~l E0	利用	司	-1.398493
=_~l Ei	利用	現	-1.643693
=_~l KZ0_	利用	本市	-1.643693
=_~l TJ	利用	原	-1.700000
=_~l [L	利用	磺	-1.700000
=_~l aJ0_	利用	權勢	-1.412998
=_~l aJ>C	利用	權責	-1.700000
=_~l kOtO	利用	五股	-1.700000
=_~l lO	利用	捕	-1.700000
=_~l p=	利用	青	-1.700000
=_~l p?J`	利用	實價	-1.700000
=_~l rG	利用	僑	-1.700000
=_~l vh	利用	碳	-1.700000
=_~l wK\0	利用	房屋	-1.700000
=_~l yK	利用	醣	-1.643693
=_~l |Y=M	利用	轉乘	-1.700000
=`E0 0_	薩斯	市	-1.643693
=`tA>` U<	薩摩亞	商	-1.700000
=d6N _M	虐兒	童	-1.700000
=d6N ph	虐兒	案	-1.600017
=dTO ph	虐死	案	-1.600017
=d_M ph	虐童	案	-1.360491
=f 1;	彗	娟	-1.700000
=f 1;	惠	娟	-1.564332
=f 1;	慧	娟	-1.349304
=f 2P	惠	予	-1.349304
=f 2P	蕙	宇	-1.484971
=f 2f	惠	為	-1.700000
=f 3;	蕙	萱	-1.600017
=f 3@	惠	琦	-1.464350
=f 3@	蕙	祈	-1.508025
=f 4K	慧	玟	-1.564332
=f 5_TJ	惠	議員	-1.700000
=f 78	繪	標	-1.600017
=f 9K	慧	琳	-1.445695
=f :<	惠	君	-1.059808
=f :<	蕙	君	-1.301326
=f ;fTJ	匯	櫃員	-1.700000
=f <[	匯	損	-1.360491
=f =@_d	惠	不在	-1.700000
=f >K	惠	琴	-1.398493
=f ?;	惠	芬	-1.445695
=f A_	彙	計	-1.236689
=f EM	惠	萍	-1.174359
=f EM	慧	萍	-1.508025
=f EM	蕙	萍	-1.700000
=f FM	慧	明	-1.643693
=f GK	惠	雯	-1.057346
=f H<	惠	芳	-1.700000
=f IM	惠	婷	-1.398493
=f IM	蕙	婷	-1.700000
=f J;	惠	貞	-1.349304
=f J;	慧	珍	-1.208273
=f J;	蕙	禎	-0.789093
=f K@	彙	筑	-1.700000
=f KM	惠	玲	-1.193014
=f KM	慧	玲	-1.292996
=f KM	蕙	綾	-1.319132
=f O_	慧	副	-1.643693
=f R@	慧	伃	-1.700000
=f TJ	惠	員	-0.829685
=f UG	慧	濤	-1.700000
=f V:	惠	仙	-1.643693
=f Vi	惠	冠	-1.700000
=f Xe	慧	媚	-1.700000
=f Yc	惠	夜	-1.349304
=f [1	繪	珈	-1.534161
=f \_	惠	恕	-1.643693
=f _;	惠	心	-1.464350
=f bO	慧	綺	-1.534161
=f c=	惠	英	-1.464350
=f c=	慧	瑛	-1.700000
=f iI	慧	蘭	-1.564332
=f k0	惠	珠	-1.564332
=f kM	惠	容	-1.464350
=f kM	慧	容	-1.508025
=f lZ	惠	瑾	-1.700000
=f lZ	慧	謹	-1.700000
=f m@	惠	達	-1.643693
=f m_	慧	聚	-1.700000
=f mf	惠	召	-1.564332
=f nH	慧	遊	-1.643693
=f p=	惠	青	-1.208273
=f p=	慧	卿	-1.600017
=f r\	慧	穎	-1.700000
=f tOb[	惠	股長	-1.174359
=f u?	慧	怡	-1.700000
=f u[	慧	獎	-1.700000
=f u[	繪	獎	-1.700000
=f wf	惠	廟	-1.508025
=f yK	惠	堂	-1.428664
=f zB	惠	娥	-1.700000
=f }^	慧	智	-1.534161
=f0> ph	會通	案	-1.643693
=f3@ 2@	會期	即	-1.700000
=f3@ :_	會期	第	-0.799951
=f3@ KZ4@	會期	本席	-1.508025
=f3@ g55_	會期	開議	-1.285006
=f3@ l0	會期	初	-1.600017
=f5_ 0_2_	會議	釋字	-1.643693
=f5_ 1U	會議	採	-1.643693
=f5_ 2f	會議	為	-1.428664
=f5_ =@0_	會議	不是	-1.534161
=f5_ >J	會議	完	-1.700000
=f5_ A_	會議	暨	-1.019632
=f5_ C_	會議	係	-1.643693
=f5_ Ei	會議	獻	-0.939600
=f5_ EiDk	會議	獻上	-1.700000
=f5_ NO0_	會議	指示	-1.398493
=f5_ NO_d	會議	旨在	-1.700000
=f5_ ];	會議	今	-1.349304
=f5_ ]O	會議	裡	-1.412998
=f5_ kK	會議	詢	-1.141662
=f5_ nHTJ	會議	由原	-1.643693
=f5_ pa	會議	作	-1.338721
=f5_ pa=M	會議	作成	-1.700000
=f5_ rq	會議	个	-1.564332
=f5_ wI	會議	研	-1.445695
=f5_0_ F:	會議室	參	-1.564332
=f7f CE^:	會對	臺灣	-1.262825
=f9W 0_	會考	試	-1.600017
=f:W 3@	會好	奇	-1.643693
=f<: wI	會勘	研	-1.428664
=f=1 QE	會發	財	-1.700000
=f=@=f 0W	會不會	保	-1.643693
=f=@=f 1g	會不會	教	-1.700000
=f=@=f EYRl	會不會	反映	-1.700000
=f=@=f Ek?1	會不會	讓它	-1.700000
=f=@=f I:	會不會	編	-1.700000
=f=@=f Q;2f?1	會不會	因為它	-1.700000
=f=@=f Wk	會不會	像	-1.208273
=f=@=f Z_	會不會	助	-1.700000
=f=@=f Zo	會不會	嘛	-1.700000
=f=@=f ec	會不會	借	-1.700000
=f=@=f ga	會不會	擴	-1.643693
=f=@=f ml	會不會	凍	-1.643693
=f=@=f rFEi	會不會	違憲	-1.600017
=f=@=f vH	會不會	流	-1.700000
=f=@=f }g_d	會不會	又再	-1.700000
=f=M =_R@	會成	立於	-1.643693
=f=M TJ	會成	員	-1.384989
=f=M `Z	會成	癮	-1.700000
=f=f 0_	會會	士	-1.242903
=f=f 2fWB	會會	為國	-1.700000
=f=f 3@	會會	旗	-1.643693
=f=f 4L	會會	長	-1.188181
=f=f U<	會會	商	-1.564332
=f?; ph	會分	案	-1.643693
=fA0 A_	會師	暨	-1.600017
=fD; 3>0_	會跟	公視	-1.600017
=fD; 3>=f	會跟	公會	-1.534161
=fD; ?1nq	會跟	它的	-1.643693
=fD; CE9>0_	會跟	臺中市	-1.643693
=fD; CE^:	會跟	臺灣	-1.643693
=fD; CEhI0_	會跟	臺南市	-1.464350
=fD; CEvU0_	會跟	臺北市	-1.700000
=fD; EMCE	會跟	平臺	-1.700000
=fD; L_	會跟	部	-1.564332
=fD; Lj	會跟	進	-1.428664
=fD; TJ	會跟	原	-1.564332
=fD; mf	會跟	召	-1.700000
=fD; p?	會跟	食	-1.600017
=fEE CE^:	會來	臺灣	-1.428664
=fEE D;?1	會來	跟它	-1.564332
=fEE MW6T	會來	瞭解	-1.213636
=fEE Wl	會來	訂	-1.700000
=fEE wI	會來	研	-1.165659
=fEk ?1nq	會讓	它的	-1.700000
=fEk CE^:	會讓	臺灣	-1.484971
=fIP ?1nq	會把	它的	-1.534161
=fIP CE^:	會把	臺灣	-1.700000
=fKZ 2f	繪本	為	-1.564332
=fKZ 4W	繪本	導	-1.534161
=fKZ ]O	繪本	裡	-1.700000
=fKZ m0PY	繪本	書展	-1.643693
=fKZ m_	繪本	劇	-1.700000
=fL` M9cf	會下	修到	-1.643693
=fLj `_	會盡	速	-1.700000
=fTJ 0\	會員	網	-1.564332
=fTJ Cb	會員	個	-1.643693
=fTJ F0	會員	依	-1.700000
=fTJ QM=M	會員	行程	-1.700000
=fTJ|_=f A_	會員大會	暨	-1.445695
=fUO vh	會以	碳	-1.700000
=fVO :_	會比	第	-1.643693
=f[1 wI	會加	嚴	-1.700000
=f[Z 0_	會審	視	-1.700000
=f[Z ]B	會審	酌	-1.534161
=f[Z xj	會審	竣	-1.700000
=f]_ =fl0	匯入	匯出	-1.700000
=f_M 0W	會同	保	-1.600017
=f_M CEvU0_	會同	臺北市	-1.534161
=f_M NO	會同	紙	-1.508025
=f_` 2f	繪畫	為	-1.700000
=f_d 0_	會再	視	-1.643693
=f_d :_	會在	第	-1.534161
=f_d CE^:	會在	臺灣	-1.643693
=f_d CEvU	會在	臺北	-1.700000
=f_d wI	會再	研	-1.508025
=f_f A_	會報	暨	-1.445695
=f_f L_	會報	部	-1.700000
=f_f NO0_	會報	指示	-1.564332
=f_f ]O	會報	裡	-1.564332
=fb[ <@	會長	吳	-1.338721
=fb[ A0	會長	施	-1.600017
=fb[ A_	會長	暨	-1.564332
=fb[ Kl	會長	鄭	-1.445695
=fb[ L9	會長	邱	-1.700000
=fb[ L_	會長	布	-1.700000
=fb[ ]O	會長	李	-1.484971
=fb[ `d	會長	蔡	-1.700000
=fb[ n?K_	會長	職務	-1.600017
=fb[ u[	會長	獎	-1.643693
=fb[ xg	會長	授	-1.310027
=fb[ |f	會長	廖	-1.564332
=fcf 2f	會到	位	-1.534161
=fcf 3@	會到	期	-1.484971
=fcf CE^:	會到	臺灣	-1.508025
=fcf ha	會到	貨	-1.508025
=fi= Kl	會聽	證	-1.292996
=fk\ >J	彙整	完	-1.534161
=fk\ KZ0_	彙整	本市	-1.700000
=fl0 0_	會出	事	-1.700000
=fm_ CE^:	匯聚	臺灣	-1.643693
=fnH CE	會由	台	-1.700000
=fnH xg	會由	獸	-1.643693
=fn_ MW6T	會去	瞭解	-1.067385
=fn_ Wl	會去	訂	-1.643693
=fn_ wI	會去	研	-1.564332
=fn_ zh?1	會去	看它	-1.700000
=fr\w[ CE^:	會影響	臺灣	-1.384989
=fvY 6_	會管	碧	-1.464350
=fvY ph	會館	案	-1.700000
=fwY A_S_	匯款	紀錄	-1.700000
=fwY ]_Bk	匯款	入帳	-1.643693
=fw[ Lj	會想	盡	-1.700000
=fxU 2@3@	惠美	及其	-1.700000
=fxU ];	惠美	今	-1.600017
=fxg =f	會受	惠	-1.643693
=fxg Ei	會受	限	-1.643693
=fy_ Zo	會怕	嘛	-1.643693
=fzf <i	會跳	電	-1.445695
=fzh ?1	會看	它	-1.484971
=fzh ?10_	會看	它是	-1.700000
=fzh ?1nq	會看	它的	-1.600017
=f}^B@ 8W	繪製圖	稿	-1.643693
=f~l _l	會用	罄	-1.700000
=k :b	抗	俄	-1.600017
=k =1wI	抗	發炎	-1.508025
=k PA	抗	滑	-1.445695
=k \0	抗	污	-1.643693
=k eG	炕	窯	-1.700000
=k uh	抗	彈	-1.161449
=k x_	抗	霸	-1.700000
=k0i PO	抗戰	史	-1.600017
=k1_ 5_:<	抗日	義軍	-1.534161
=kp5 <j`l	抗災	韌性	-1.600017
=kz? 5_}^	抗敵	意志	-1.508025
=k{h ~\	抗旱	井	-1.412998
>1 _;	搭	心	-1.564332
>1 m_	搭	句	-1.700000
>1=M CE	搭乘	台	-1.153293
>1=M CEvU	搭乘	臺北	-1.230666
>1=M R0	搭乘	基	-1.600017
>1Ci TJ	搭建	園	-1.643693
>1R0 VD	搭機	捷	-1.643693
>1Rl KZ4@	答應	本席	-1.301326
>1We B_	搭配	汽	-1.643693
>1We EM9K	搭配	坪林	-1.534161
>1We ];	搭配	今	-1.700000
>1We _Mn_	搭配	童趣	-1.700000
>1We p=	搭配	清	-1.643693
>1We vh	搭配	碳	-1.600017
>1[3 :<11	搭車	均需	-1.700000
>1bO NX5_	搭起	友誼	-1.564332
>1bO rGBL	搭起	橋梁	-1.700000
>9 7f	搜	隊	-1.464350
>9 ha	蒐	獲	-1.564332
>9 wI	搜	研	-1.643693
>92@ >J	蒐集	完	-1.484971
>92@ Cb	蒐集	個	-1.464350
>9CR aJ	搜索	權	-1.700000
>9kK EMCE	搜尋	平臺	-1.700000
>> 6J	聰	賢	-1.310027
>> E0	蔥	絲	-1.484971
>> FY	蔥	丼	-1.464350
>> rF	驄	惟	-1.534161
>@ 0_	蒲	氏	-1.600017
>@ 3>	璞	宮	-1.600017
>@ =_	蒲	麗	-1.643693
>@ N_	蒲	慕	-1.600017
>@ U:	蒲	遷	-1.349304
>@ p?	璞	石	-1.564332
>@=` GK^=	菩薩	聞聲	-1.700000
>@UG A_	葡萄	季	-1.643693
>@UG S_	葡萄	露	-1.700000
>@UGZX 0=	葡萄酒	莊	-1.600017
>@{? p?	菩提	食	-1.700000
>C 0_	澤	市	-1.428664
>C 0i	則	占	-1.643693
>C 1U	則	採	-1.262825
>C 1g	則	較	-1.372357
>C 9>	則	終	-1.700000
>C =@0_	則	不是	-1.643693
>C =@_d	則	不在	-1.643693
>C =f2@	則	匯集	-1.700000
>C ?1nq	則	它的	-1.700000
>C A0	則	葹	-1.534161
>C C_	則	係	-1.700000
>C F0	則	依	-1.080705
>C FM	則	鳴	-1.360491
>C KM	則	靈	-1.700000
>C L_11	則	不須	-1.700000
>C Sl	則	併	-1.700000
>C TJ	則	圓	-1.643693
>C WlR@	則	訂於	-1.643693
>C dRw[	則	可享	-1.643693
>C e1	澤	蛙	-1.564332
>C f<	澤	江	-1.534161
>C hI	澤	南	-1.600017
>C ha	則	獲	-1.464350
>C m@	則	達	-1.445695
>C mf	澤	召	-1.372357
>C u?	則	移	-1.338721
>C u?A0	則	移師	-1.643693
>C u?i_	則	一律	-1.700000
>C v4	則	皆	-1.643693
>C w[	則	享	-1.643693
>C |J	則	仁	-1.508025
>C }g	澤	佑	-1.600017
>C0_ 1U	則是	採	-1.643693
>C0_ 2f	則是	為	-1.564332
>C0_ :_	則是	第	-1.700000
>C0_ CE^:	則是	臺灣	-1.484971
>C0_ F0	則是	依	-1.643693
>C0_ tfnH	則是	要由	-1.700000
>C<j 0>0>	責任	統統	-1.700000
>C<j 2f	責任	為	-1.534161
>C<j 7:	責任	擔	-1.464350
>C<j =@_d	責任	不在	-1.564332
>C<j u[	責任	獎	-1.643693
>C=M 3>0_	責成	公視	-1.700000
>C=M KlQ=	責成	政風	-1.700000
>C=M O_	責成	副	-1.643693
>C=M TJ	責成	原	-1.534161
>C=M g:	責成	觀	-1.564332
>Cf< 0_	則將	視	-1.700000
>Cf< F0	則將	依	-1.643693
>CnH CE^:	則由	臺灣	-1.700000
>CnH O_	則由	副	-1.534161
>CnH TJ	則由	原	-1.643693
>E<C\i 3@	白蛇傳	奇	-1.600017
>EEb 0U	白鶴	仔	-1.600017
>EEi 3:	白線	斑	-1.534161
>EJ1^: yS	白沙灣	野	-1.700000
>EL_ kG	白布	條	-1.445695
>EOb 2f	白色	為	-1.700000
>EOb IF	白色	眉	-1.700000
>EOb S0	白色	漆	-1.700000
>EOb m_	白色	巨	-1.700000
>EQdR@ 3e	白帶魚	塊	-1.564332
>ER0 tO	白雞	谷	-1.700000
>EXO =_	白米	粒	-1.700000
>EZO 0U	白底	仔	-1.564332
>EZO gc	白底	蟹	-1.564332
>E]; 2@	白金	級	-1.269943
>E]; u[	白金	獎	-1.224823
>EdT 3:	白雪	般	-1.700000
>EdT lTlT	白雪	靄靄	-1.643693
>EvO yK	白虎	堂	-1.643693
>Ew? gc	白皮	屑	-1.700000
>Ew?m0 ]O	白皮書	裡	-1.508025
>Eyg w2	白肉	鍋	-1.643693
>Ez\ u?	白領	移	-1.643693
>J 2@	完	即	-1.700000
>J 9i	完	片	-1.700000
>J D8	完	銷	-1.700000
>J S<	完	章	-1.700000
>J n:	丸	川	-1.700000
>J x@	完	茶	-1.700000
>J zj	完	訓	-1.360491
>J2i ?1nq	完善	它的	-1.700000
>J2i CE^:	完善	臺灣	-1.643693
>J2i LP}^	完善	法制	-1.384989
>J2i _`	完善	化	-1.700000
>J2i kOtO	完善	五股	-1.700000
>J2i n?4L	完善	職場	-1.600017
>J2i t2	完善	托	-1.508025
>J3> 3@=M	完工	期程	-1.534161
>J3> A_	完工	暨	-1.600017
>J3> O_	完工	復	-1.277330
>J3> ]_Z_	完工	入住	-1.564332
>J3> ph	完工	案	-1.700000
>J3> u?0_	完工	儀式	-1.700000
>J3> |_L_	完工	大步	-1.564332
>J3>rg dR_k	完工後	可望	-1.564332
>J3>rg rGBL	完工後	橋梁	-1.700000
>J6_ 2@	完畢	即	-1.643693
>J6_ 2@rF	完畢	即為	-1.643693
>J=M 2@	完成	集	-1.508025
>J=M 2@\Y	完成	集點	-1.643693
>J=M 2f	完成	慰	-1.600017
>J=M 5_J`	完成	議價	-1.643693
>J=M :P	完成	履	-1.360491
>J=M :_2@	完成	地籍	-1.534161
>J=M A0	完成	施	-1.412998
>J=M CE^:	完成	臺灣	-1.564332
>J=M C_	完成	汐	-1.643693
>J=M Ei	完成	現	-1.600017
>J=M F0Wk	完成	一項	-1.564332
>J=M FM	完成	明	-1.700000
>J=M IJ	完成	環	-1.700000
>J=M KZ0_	完成	本市	-1.508025
>J=M LP}^	完成	法制	-1.464350
>J=M M<	完成	鋼	-1.600017
>J=M Nb	完成	側	-1.643693
>J=M O_	完成	復	-1.643693
>J=M O_Ci	完成	復建	-1.445695
>J=M T0	完成	溪	-1.643693
>J=M U:	完成	遷	-1.534161
>J=M UG5_	完成	陶藝	-1.643693
>J=M V_	完成	護	-1.700000
>J=M \0cV	完成	污水	-1.203053
>J=M ^l	完成	淨	-1.360491
>J=M _;rG	完成	新橋	-1.564332
>J=M `d	完成	蔡	-1.700000
>J=M aJ0_	完成	全市	-1.110418
>J=M aJEi	完成	全線	-1.508025
>J=M kK	完成	詢	-1.564332
>J=M kOtO	完成	五股	-1.564332
>J=M k\Ci	完成	整建	-1.464350
>J=M l0	完成	初	-1.412998
>J=M oi	完成	眷	-1.700000
>J=M p=	完成	清	-1.464350
>J=M ph	完成	案	-1.700000
>J=M qO	完成	土	-1.700000
>J=M q[A_	完成	兩劑	-1.700000
>J=M rGBL	完成	橋梁	-1.600017
>J=M rgVe	完成	後備	-1.700000
>J=M uh	完成	淡	-1.600017
>J=M vh	完成	碳	-1.384989
>J=M x7J`	完成	高架	-1.700000
>J=M xg	完成	授	-1.700000
>J=M ~_	完成	納	-1.600017
>J=Mrg 2@	完成後	即	-1.600017
>J=Mrg Wk	完成後	巷	-1.564332
>JVe LP}^	完備	法制	-1.534161
>JVe Zo	完備	嘛	-1.534161
>JaJ 4a0_	完全	漠視	-1.534161
>JaJ A0	完全	失	-1.700000
>JaJ EYRl	完全	反映	-1.428664
>JaJ L7>C	完全	歸責	-1.643693
>JaJ L@5_	完全	除役	-1.600017
>JaJ Lj	完全	禁	-1.700000
>JaJ p=KM	完全	清零	-1.643693
